ചോദ്യം,ഉത്തരം
എ ഫിഷ് കോൾഡ് വാണ്ട' എന്ന ചിത്രത്തിന് ഓസ്കാർ നേടിയ നടൻ ആരാണ്?,കെവിൻ ക്ലൈൻ
"ഡ്വാർഫ് ലാന്റേൺ, സ്പൈൻഡ് പിഗ്മി എന്നിവ ഏത് തരം മത്സ്യത്തിലെ ഏറ്റവും ചെറിയ ഇനങ്ങളാണ്?",സ്രാവ്
കിംഗ്സ്മാർക്ക്ഹാമിൽ താമസിച്ച റൂത്ത് റെൻഡെല് സൃഷ്ടിച്ച അന്വേഷകന്റെ പേര് എന്തായിരുന്നു?,വെക്സ്ഫോർഡ്
ഇസ്ലാം മതം സ്വീകരിക്കുന്നതിന് മുമ്പ് മാൽക്കം എക്‌സിന്റെ കുടുംബപ്പേര് എന്തായിരുന്നു?,ലിറ്റിൽ 
"""1956-ൽ വെസ്റ്റ് എൻഡ് വേദിയിൽ """"ലുക്ക് ബാക്ക് ഇൻ ആംഗർ"""" എന്ന ചിത്രത്തിൽ അഭിനയിച്ച ബ്രിട്ടീഷ് നടൻ ആരാണ്? റോയൽ കോർട്ടിൽ അവതരിപ്പിച്ച ആ വേഷം അദ്ദേഹത്തെ ഒരു താരമാക്കി മാറ്റി. 1960-ൽ ലോറൻസ് ഒലിവിയറിനൊപ്പം """"ദി എന്റർടെയ്‌നർ"""" എന്ന ചിത്രത്തിൽ അഭിനയിച്ചുകൊണ്ടാണ് അദ്ദേഹം സിനിമാരംഗത്തേക്ക് പ്രവേശിച്ചത്?""",ആലൻ ബേറ്റ്സ്
വിക്കിസ്കോൺസിൻ സംസ്ഥാനത്തിന്റെ തലസ്ഥാനം ഏതാണ്?,മാഡിസൺ
രണ്ടാം ലോകമഹായുദ്ധസമയത്ത് പ്രശസ്തമായ മീറ്റിംഗ് നടന്ന യാൽറ്റ ഏത് ആധുനിക രാജ്യത്താണ്?,ഉക്രൈൻ
1540-ൽ ബ്രിട്ടീഷ് രാജാവ് ഹെൻറി എട്ടാമൻ ഭാര്യമാരിൽ ആരുമായി വിവാഹം കഴിച്ചു?,ആൻ ഓഫ് ക്ലീവ്സ്
അമേരിക്കൻ പുരുഷത്വത്തിന്റെ പ്രതീകമായ ഏത് നടനാണ് ഹാരിസ് പോൾസിന്റെ 'അമേരിക്കയുടെ പ്രിയപ്പെട്ട സിനിമാതാരങ്ങളുടെ' എല്ലാ വാർഷിക പട്ടികയിലും ഉള്ള ഒരേയൊരു നടൻ എന്ന ബഹുമതി നേടിയത്?,ജോൺ വേൻ
"തങ്ങളുടെ മുൻ ചാർട്ട്-ടോപ്പറായ 'ദി ടൈഡ് ഈസ് ഹൈ'യ്ക്ക് 18 വർഷങ്ങൾക്ക് ശേഷം, 1999-ൽ 'മരിയ' എന്ന ഗാനത്തിലൂടെ ചാർട്ടുകളിൽ വീണ്ടും ഒന്നാമതെത്തിയ ബാൻഡ് ഏതാണ്?",ബ്ലോണ്ടി
ഭക്ഷണത്തിലെ 'ഈ 'യോട് കൂടിയ  110 - 119 എന്ന അക്കങ്ങൾ ഏത് നിറമാണ്?,ഓറഞ്ച്
ഡയഫ്രത്തിന്റെ പെട്ടെന്നുള്ള സങ്കോചം മൂലമുണ്ടാകുന്ന അനിയന്ത്രിതമായ വായു ഉപഭോഗ പരമ്പരയെ എന്താണ് വിളിക്കുന്നത്?,വിക്കലുകൾ
"""1986 ലോകകപ്പിൽ ""ശതാബ്ദത്തിന്റെ ഗോൾ"" നേടിയത് ആര് ?",ഡിയഗോ മറഡോണ
ഏത് മോഡലിന്റെയും ടിവി അവതാരകന്റെയും മകനാണ് ജെറ്റ് റിവിയേര?,കാറ്റി പ്രൈസ്
ഫ്ലിന്റ്സ്റ്റോണുകൾക്ക് ശേഷം എമ്മി നോമിനേഷന് അർഹമായ ആദ്യത്തെ കാർട്ടൂൺ പരമ്പര ഏത് ടിവി ഷോ ആണ്?,ഫാമിലി ഗൈ
"1944-ലെ ക്രിസ്മസ് ദിനത്തിൽ ജനിച്ച, പ്രക്ഷേപകനായ മൗറീസ് കോൾ ഏത് സ്റ്റേജ് പേരിലാണ് കൂടുതൽ അറിയപ്പെടുന്നത്?",കെനി എവററ്റ്
മനുഷ്യരിൽ എരിഥെമ ബാധിക്കുന്നത് ശരീരത്തിന്റെ ഏതു ഭാഗത്താണ്?,തൊലി
1989 ൽ ഫൊറെയ്ൻ അഫെയർ എന്ന പേരിൽ ഒരു ആൽബം പുറത്തിറക്കിയ ഗായകൻ ആരാണ്?,ടിന ടർണർ
യുഗോസ്ലാവിയൻ ക്ലബ് റെഡ് സ്റ്റാറിന്റെ ബാഡ്ജിൽ എന്താണുള്ളത്?,ചുവന്ന നക്ഷത്രം
യുകെയിലെ ഏതു നഗരത്തിലെ നിവാസികളെ പലപ്പോഴും ലൊയിനർസ് എന്ന് വിളിക്കുന്നു?,ലീഡ്സ്
മെമ്മോയേഴ്സ് ഓഫ് ആൻ അൺഫിറ്റ് മദർ' എന്ന പേര് ആരുടെ ആത്മകഥയാണ്?,ആൻ റോബിൻസൺ
കാഴ്ച പരിശോധനയ്ക്കായി ഡോക്ടർമാരുടെ ശസ്ത്രക്രിയകളിൽ സാധാരണയായി കാണപ്പെടുന്ന വിവിധ വലുപ്പത്തിലുള്ള അക്ഷരങ്ങൾ അടങ്ങിയ ചാർട്ടിന്റെ പേര് ഏത് ഏഴ് അക്ഷരങ്ങളാണ്?,സ്നെല്ലൻ
ഗ്രീക്ക് പതാകയുടെ രണ്ട് നിറങ്ങൾ ഏതാണ്?,നീലയും വെള്ളയും
പഫ് മാജിക് ഡ്രാഗൺ ജീവിച്ചിരുന്ന രാജ്യത്തിന്റെ പേര് എന്താണ്?,ഹോണാലീ
ഏത് ഡിക്കൻസിന്റെ നോവലിലാണ് തോമസ് ട്രാഡ്ലസും ജെയിംസ് സ്റ്റീര് ഫോര് ത്തും പ്രത്യക്ഷപ്പെടുന്നത്?,ഡേവിഡ് കോപ്പർഫീൽഡ്
2013 ജൂലൈയില് ഏത് രാജ്യമാണ് യൂറോപ്യൻ യൂണിയന് ഇരുപത്തി എട്ടാമത് അംഗമാകുക?,ക്രൊയേഷ്യ
ഈ വർഷം ജൂലൈ 17ന് ടോം പെല്ലറാവ എന്നൊരു വ്യക്തി ഏതു ടെലിവിഷൻ പരമ്പര ജയിച്ചിരുന്നു?,അപ്രന്റീസ്
എന്താണ് സ്മിത്സൺ ഡാഫ്നെ?,ഹാൻഡ്ബാഗ്
1917 ജൂലൈ 21 മുതൽ 1917 നവംബർ 8 വരെ (ചാർ നിക്കോളാസ് രണ്ടാമന്റെ രാജി വിട്ട്) ലണ്ടനിലെ പുട്ട്നി വെയ്ൽ സെമിത്തേരിയിൽ അടക്കം ചെയ്യപ്പെട്ട റഷ്യൻ താൽക്കാലിക സർക്കാരിന്റെ മന്ത്രിയും പ്രധാനമന്ത്രിയും ആരാണ്?,അലക്സാണ്ടർ കെറൻസ്കി
"2006-ൽ പ്രദർശിപ്പിച്ച ടോം സ്റ്റോപ്പാർഡിന്റെ """"""റോക്ക് 'എൻ' റോൾ"""" എന്ന നാടകം ഇംഗ്ലണ്ടിലെ കേംബ്രിഡ്ജിലും മറ്റ് ഏത് നഗരത്തിലുമാണ് നടക്കുന്നത്?""",പ്രാഗ്
2002-ൽ ഫെസ്റ്റിവൽ ഇന്റർനാഷണൽ ഡു ഫിലിം എന്തായി?,കാൻസ് ചലച്ചിത്രമേള
ഫുട്ബോൾ ലോകകപ്പ് രണ്ടുതവണ ആതിഥേയത്വം വഹിച്ച ആദ്യ രാജ്യം ഏതാണ്?,മെക്സിക്കോ
"""ആരുടെ 33-ാമത്തെ ആൽബമാണ് """"ഇൻ സെർച്ച് ഓഫ് ദി ഫോർത്ത് കോർഡ്""""?""",സ്റ്റാറ്റസ് ക്വോ
"""""""ദി ലുക്ക് ഓഫ് ലവ്"""", """"വാക്ക് ഓൺ ബൈ"""", """"റെയിൻഡ്രോപ്സ് കീപ്പ് ഫാലിൻ' ഓൺ മൈ ഹെഡിൽ"""", """"ദിസ് ഗൈസ് ഇൻ ലവ് വിത്ത് യു"""", """"ഐ വിൽ നെവർ ഫാൾ ഇൻ ലവ് എഗെയ്ൻ"""" തുടങ്ങിയ ഗാനങ്ങൾക്ക് ബർട്ട് ബച്ചറാച്ചിന്റെ സംഗീതത്തിൽ ആരാണ് വരികൾ എഴുതിയത്?""",ഹാൽ ഡേവിഡ്
1992-ൽ ഏത് ശാസ്ത്രജ്ഞനെയും തത്ത്വചിന്തകനെയുമാണ് വത്തിക്കാൻ പാഷണ്ഡതയിൽ നിന്ന് മോചിപ്പിച്ചത്?,ഗലീലിയോ
1961 ൽ ആദ്യത്തെ ചിനുക് ഹെലികോപ്റ്റർ നിർമ്മിച്ചത് ആരാണ്?,ബോയിംഗ്
"ഒളിമ്പിക് അമ്പെയ്ത്തിൽ, ലക്ഷ്യത്തിലെ പുറം 2 വൃത്തങ്ങൾ (1 വളയം എന്നും 2 വളയം എന്നും വിളിക്കുന്നു) ഏത് നിറമാണ്?",വെള്ള
ഉട്ടോക്സെറ്റർ റേസ് കോഴ്‌സ് ഏത് ഇംഗ്ലീഷ് കൗണ്ടിയിലാണ്?,സ്റ്റാഫോർഡ്‌ഷെയർ
ടൂർ ഡി ഫ്രാൻസിൽ 26 വയസ്സിന് താഴെയുള്ള ഏറ്റവും മികച്ച റൈഡർ ഏതു നിറത്തിലുള്ള ജേസി ധരിക്കുന്നു?,വെള്ള
റാഹേൽ എന്ന ഹീബ്രു നാമം പഴയനിയമത്തിൽ കാണപ്പെടുന്നു. അതിന്റെ അർഥം എന്താണ്?,ആട്
"ഓഗസ്റ്റ് 31, 12 എ.ഡി.യിൽ ജനിച്ച ഗായസ് ജൂലിയസ് സീസർ അഗസ്റ്റസ് ജർമ്മനിക്കസ്, 37 എ ഡി മുതൽ 41 എ.ഡി. വരെ റോമിന്റെ ചക്രവർത്തിയും പിന്നീട് മാൽക്കം മക്ഡൊവൽ വേഷം കൈകാര്യം ചെയ്തതും ആയ ആൾ, പൊതുവെ എങ്ങനെ ആണ് അറിയപ്പെട്ടിരുന്നത്?",കാലിഗുല
"സാൽ പാരഡൈസ് എന്ന കഥാപാത്രം ആഖ്യാനിക്കുന്ന, ഏറെക്കുറെ ആത്മകഥാപരമായ 1957 ലെ ഏത് നോവലാണ് ഇത്?",ഓൺ ദ റോഡ്
മിസ്റ്റർ സ്മിത്ത് ഗോസ് ടു വാഷിംഗ്ടൺ എന്ന സിനിമയുടെ സംവിധായകൻ ആരാണ്?,ഫ്രാങ്ക് കാപ്ര
"""നിക്സൺ എന്ന സിനിമയിൽ പ്രസിഡന്റ് റിചാർഡ് നിക്സണെ ആര് അഭിനയിച്ചു?",ആന്റണി ഹോപ്പ്കിൻസ്
1986-ൽ പുറത്തിറങ്ങിയ 'ബ്ലൂ വെൽവെറ്റ്' എന്ന സിനിമയിൽ നൈറ്റ്ക്ലബ് ഗായിക ഡൊറോത്തിയായി അഭിനയിച്ച നടി?,ഇസബെല്ല റോസെല്ലിനി
ലൈംഗികമായി പുനരുൽപ്പാദിപ്പിക്കുന്ന മിക്ക ജീവിവർഗങ്ങൾക്കും പരിണാമപരമായ മാറ്റങ്ങൾ വളരെ കുറവായിരിക്കുമെന്നും അല്ലെങ്കിൽ ഒട്ടും തന്നെ സംഭവിക്കില്ലെന്നും സ്റ്റാസിസ് എന്ന വിപുലീകൃത അവസ്ഥയിൽ തുടരുമെന്നും പരിണാമ ജീവശാസ്ത്രത്തിലെ ഏത് വിവാദ സിദ്ധാന്തം നിർദ്ദേശിക്കുന്നു?,വിരാമിത സമതുലിതാവസ്ഥ
